label,text,name
Pos,"우리정국이 밖에서 기다리는 팬들
더울까봐 물 전해줬.. 🥹
아...진짜ㅜㅜ 전정국 🫶 
내면 외면 아름다운 사람 전.정.국♡

WE LOVE YOU JUNGKOOK🤍
 
I vote for… https://t.co/tOSIhvWPNE",🐰빛나는나의JK.97밤이🐰
Pos,아 진짜 왤케 이뻐 뽑뽀 백만번 갈겨🥹🤍 https://t.co/ttnOwo5tj8,우떠 려니🧸🐻🚀☄️👾
Pos,"RT @allofkiki: 221027 #기현 공카 댓글

여기가서 다정하고, 저기가서 귀여워해주고
오늘도 눈뜨자마자 사랑해 🥹🫶🏻

#MAMAVOTE #MONSTAX https://t.co/lh0JvruuHR",세꿍♡‧₊˚
Pos,RT @somewoonsz: 귀ㅇ ㅕ워엉🥹 https://t.co/WnS4XJVVGp,뿌뿌
Neutral,"RT @620cute: 11/4 기은 흥국 어웨이쪽 좌석 양도 구합니다,,, 1층으로 구해요🥹🥹 디엠주세여,,,🙏🏻🙏🏻 #기업은행 #흥국생명",김수지와_해피투게더🐰
Neutral,"RT @A_longtime_a90: [RT] 한분께 랜덤박스 보내드립니다(수령 인증샷 필수📸)

https://t.co/j3r7QQXHlJ

주문기간 [28일 12시~29일 18시까지]
출고일 [11월 2일]

쿠키세트를 마치고 오랜만의 스콘과 구움…",갬쩌둥지
Pos,RT @_l60808: 꺆우리강아지양갈래!!!!🐹🤍🥹🫶🏻 #로제 #ROSÉ https://t.co/okybjLgiaD,yuri
Neutral,팔로창 확인 해주세용 🥹,동삼
Pos,RT @_l60808: 이거뭐야 귀여움. 애기같음. 👶🏻🥹 #로제 #ROSÉ https://t.co/7lifncGaJS,k ^^
Neutral,"RT @_waveww717: 갤러리에 붙어있던 2장
성장이란..🥹 https://t.co/9PCKmSzeTH",저음미식가
Pos,"RT @together_jin: 메이플스토리 정말 감동이야 🥹🫶🏻🍁

[세심한 감동 포인트]
- 공지 올린 시각: 석진시 12:04
- 발매 일정 공지: 석진님의 첫 솔로 싱글 'The Astronaut'이 10월 28일(금) 오후 1시 발매될 예정…",석진 포에버
Neutral,"RT @Cap_ff14_: [RT 감사드립니다!]

길 커미션... 200만길... 현금 0.6...

뽀쨕 두상을 그려드립니다... 🥹 샘플은 타래로 업로드되며 원하신다면 도장 편집 가능... 디엠 후 멘션 주세효... 🥹 https://t.co/…",파판14 길 커미션 홍보봇
Pos,__🥹🥹뎡이 귀엽다고요,유쓰
Pos,언니 완전 다정하고 재밌는 사람🥹🥹 https://t.co/Ym4X6z2V7s,아융
Neutral,"RT @onbam_jh: #rt + #follow 

세븐틴 인더숲 포토북 한분 사드려요 
덕자 변경 가능 (2.2) 배송비랑 후기 가능하신 분들만 참여해주세요🥹

타래 이벵 참여하시면 확률 업
캐럿 한정 ❌ 당발 11월 후반 12월 초중반 http…",🌿🔥🌌💧 퍄오례애 朴烈爱 🏳️‍🌈🌟
Neutral,"RT @hyp3rvntltn: #트레저  221021 위드뮤 대면팬싸 후기 #준규 

가자마자 먼저 하이파이브 해주는 준규🥹,, 그러고는 
🐨: 손이 왜이렇게 작으세요~?! 😆
•
•
🥛: 저 오늘 너무 긴장했어여..🥹
🐨: 긴장 할 수는 있는데요!…",제리
Pos,@mycherry_you 연준 = 남친🥹,🧸🎀
Pos,"RT @hskim127: 너무 좋은데 머글들 걱졍....🫢🥹

내먼지계정 힘내자아
튭에 포함되고시퍼용
손잡아주시겠습니까아 #아미트친소 
I'm voting for BTS @BTS_twt for Favorite Pop Duo or Group at th…",꾸깅💜
Pos,RT @moja99499: 오다사쿠..생일축하해...🥹🎁 https://t.co/TIxJar9fj9,海
Pos,"승준이 시절부터 예쁜사진들이 곳곳에 전시되어 있어서 같이 추억여행 하는 느낌이었어요🥹 최고된다❤️‍🔥
#for_seoham_life #박서함 
#PARKSEOHAM #SEOHAM https://t.co/meHszFGOBy",제이
Pos,"RT @violinist_SYC: 221027 응수씨네 

Hype boy cover. #LUCY 
즉석커버 진짜 미친거아냐?!! 너무 잘함🥹🥹 https://t.co/4DIdgCpNFR",✳︎산레8!ᐡ͈◡̉ᐡ͈
Neutral,"RT @Soyoo_k: @Amethyst_btstwt 여러분 해외의 경우, 같은 날 리한나, 드레이크, 아델, 테일러 스위프트 뮤비, juice world 등 최강 아티스트들이 신곡 발매해서 차트 진입이 현실적으로 많이 많이 빡셀 예정입니다..!🥹…",Bts♡ 찐
Pos,"RT @fairytale_EHEH: #귀여운뷔콘테스트 
얘들아솔직히태형이너무귀엽지않니🥹💕💕 https://t.co/mytXVrZhwo",핀아ㅏㅏ
Neutral,"RT @dearmyyb: ⭐️ 액자 무료 나눔 ⭐️
액자 통판으로 구매했던 최1 액자에서 약간의 흠집 난 상태로 배송되어 온 액자 나눔합니다 🥹 선생님께 허락은 당연히 받았고! 흠집은 아래 사진으로 확인해 주세요 🙏🏻 RT 추첨으로 진행하고 발표는…",rest 얀쭈
Pos,"RT @funcoolcherry: 📍난포 - 이태원 한남

강된장쌈밥/제철회묵은지말이
(새우감자전은 좀 느끼😅)
진짜너무맛잇어서울면서먹음..🥹
1시반쯤갔는데웨이팅1시간했어요!!!근데그힘듦을잊어버리게하는맛임..재방문의사10000

**네이버예약은 홀3…",은행원
Pos,"RT @WekiMeki: 보고시퍼 키링덜🥹
오늘도 밥 잘 챙겨묵고 따뜻하게 보내요😘
#엘리 https://t.co/WDVAnwozL7",백채토
Pos,"RT @127skrrrr: 44개 팬연합+중국바+수많은 도우미분들 모두 감사합니다.. 이게 사랑이지 뭐가 사랑이야🥹💚

#MAMAVOTE #NCT127",쩡
Neutral,RT @iagrxx: 나 진짜 세심하다구 느낀 게 모냐면.. 슬로건 바닥에 두면 의도치않게 이리저리 밟히고 없어지고 그래서 의자에 테이프로 하나하나 다 붙여둔거.. 이건 진짜 사랑에서 나오는 세심함이잖아 🥹🥹 https://t.co/i0Bvi9I2Bl,🏁다돌🏁
Pos,진짜 박박 귀여워요…택배 오는지도 모르고 아무 생각없이 뜯었는데 완전 귀여운 푸딩옷이…🥹진짜 과거의 나 완전 칭찬해…🙃 다들 귀여운 푸딩옷 입은 마쿵이 한 번씩!! 봐줘요!!!  체리 꼭지가 포인트…❣️… https://t.co/nG245LKaGx,무민상점
Pos,"RT @iris_parkchaos: 포항 영상에 진짜 처음과 끝 조금밖에 없는데도 내가 우리 애들 조금이라도 보려고 저 영상을 본다ㅋㅋ 걸어나오기만 하는데도 왤케 멋있냐아..🥹🐣💛👍🏻

BornSingerJimin 
본싱어 지민

Loving #Wi…",Naffy103 🌙 ✨
Neutral,"#앙스타장터 #앙스타_장터 #파샤코레 

목표금액 채우면 앙스타 파시는 분으로 RT추첨 덕자금 1.0 드립니다🙇‍♀️

처분 목적 파샤 판매 합니다🥹

1장 1000원
레어 4000원

최소 4장부터 거래… https://t.co/VLJY93A7fM",거랭
Pos,"내년에 전국일주하게 생김~~!!
양인모 당신이니까 괜찮음🥹 내년 인생도 기대가 되버리네 같이 나이 먹자구용 https://t.co/xv8XHa8xRv",프랭
Pos,220115 조승욘. 걍 내 몸에 타투처럼 박고싶다 너무 아름다허.🥹,Berry
Neutral,"RT @Luckforyhj: #MAMAVOTE #theboyz

투표할 겸 알티 추첨 한 분께 띠부띠부씰을 보내드립니당 🐾🤍
(해시태그 잘못 써서 재업입니다🥹) https://t.co/xJM8hA1Sj3",몰랑
Pos,RT @vobo_woozi: ㅏ악 ㅠㅠㅠㅠ슈퍼 큐 트 ㅠㅠㅠㅠ 💖💖💖💖💖💖💖🥹💖💖💖💖💖 https://t.co/p1U01yx5bF,노라
Neutral,사건의 지평선 🥹 https://t.co/F9vQ7pEw8q,오작이
Neutral,RT @myriceball_: 태용아 .. 🥹 https://t.co/BNIxd3GeyP,🍙용용 ◡̈
Pos,"와중에 단축어🥹말랑아 사랑해❤
#하늘통신 https://t.co/dD8w5KBhVV",ଘInYourCloudଓ🫡충성하구름☁︎ D-544❤
Pos,"RT @bbangeyum: 221026 위드뮤 #기현

기현이,,, 안광이,,,🥹,,,🫶🏻 https://t.co/xrhrKoiVGn",‏ً
Pos,"RT @myvibekohi: 정현이 생일 기념 메세지북이 예쁘게 완성되어 내일 발송 예정입니다! 참여해 주신 모든 범인분들 감사드려요🥹 
사랑하는 우리 정현이 생일 축하해 항상 행복하길 바라♥️

#갓기등장 #정현 https://t.co/OAZv0A…",gloo
Pos,"RT @playme_momo: https://t.co/P9F1jENPzg
2022 귀와꼬리(다람쥐) 주문안내입니다♥️
+
앗 언제 1500팔이 되었지요 감사합니다🥹❤️‍🔥❤️‍🔥
본 트윗을 알티해주시는 분 2분 추첨으로 원하시는 사이즈의 귀와꼬리(다…",♡낭♡
Pos,RT @mili82mark: 영상 찍은거 다시 보는 중인데 마크 슬로건 많은 구역 보고 웃고있는거 발견함 🥹🥹 https://t.co/ceb365FOEB,aky
Neutral,"RT @georaeyongh: 스키즈 마하그리드 포카 양도 합니다!
승민 제외 일괄 5.5
운송장 떠서 오면 바로 보내드려요🥹
편하게 디엠 주세요! OT7 , All 5.5

mahagrid skz straykids 포카 포토카드 pc photoca…",구래
Pos,RT @twofivenight: 울먹이는 디테일 라이브에서도 살린거 진심 좋음🥹 어떻게 사람목소리가 요이사키카나데 https://t.co/5AwPfgCZMr,키위한 도도새
Neutral,@soonsime_ 아 나 진짜 알람 안떳떠..🥺🥹,라삐 ! 💚
Pos,"@dkeksdk9100 안녕하세용~~ 냡입니다!!
앞으로 잘 부탁드려요✨🥹✨",냡
Pos,"RT @peachaton_: 너무 예뻤던 윤슬 플래시.. 진짜 gold dust 그 자체였어요 🥹✨✨

#MAMAVOTE #nct127 https://t.co/eo5k0va2Uu",지금
Pos,노동독려계님... 정말 앤유들의 한줄기 희망🥹✨🙏🏻,__밤비✨💙
Neutral,RT @icovymo: 하아 칠드림 🥹 https://t.co/6A2RQTT59G,♪(´ε｀ )
Neutral,"RT @jh0125_sj: 잊멘...🙏🙏🙏🥹

https://t.co/7Q3ZuVzcEU https://t.co/KsjhtSVpjm",善華/RubyLuna/루복치
Pos,"RT @plz_more_giman: 이 사진 진짜 음악방송 현장 포토 같다..
완전 아이돌같다는 뜻 🥹 https://t.co/O4n5GD4S4E",อินทนิล🌺🌿
Neutral,RT @8006_R: 그 기장이면 묶이지 않을까 (타래잘못올림🥹 https://t.co/KQ0g8v7Hzz,백건
Neutral,"RT @K1R0_524: Q. 젠인가는 상전 술식을 가진 메구미를 고죠가 있으니까 데려올 수 없는건가요?
A. 고죠가 있으니까 토우지와의 계약을 이행할 수 없다는 느낌이네요.

🥹💙💚 https://t.co/cU0zyijPQ0",구독개
Neutral,"RT @KIKIworld93: 🙋🏻‍♀️ 오빠 뽑고싶은 포카 있어요??
🐹 뽑고싶은거? 음
🙋🏻‍♀️ 갈망포카 갈망!!
🐹 그걸 갈망포카라 그래요? 아~~

또 하나 알아가는 울 기현이 귀여워🥹♥️ https://t.co/E8zQf7UaUI",seo
Pos,"RT @wyiskitten: 예들아 오늘이 바로 우리 우영이의 날이라네 ^^ 
이게 깜고가 아니면 모시더냐 .. 🫶🏻🥹🥸🫠🙀❤️🖤🐈‍⬛🐈‍⬛🐈‍⬛ https://t.co/TrEMEMc2sQ",쫑🧸
Neutral,RT @JWON52: 이대호 은퇴식 날 투수 했던 거 유퀴즈 나옴 🥹 고우석 특별출연 https://t.co/QlN6hrUKvD,레미디
Neutral,"RT @lagigyon: 저가요 #치이카와 #손그림위젯 을 그려봤는데 혼자쓰기 아까워서 공유합니다۶∗ɞ̴̶̷ ·̮ ɞ̴̶̷∗۶
진짜로 기엽거든요,,, 다들 잠금화면에 애깅이들 품어가세요🥹 츄라이 츄라이

https://t.co/eQLTETdAGL…",유
Pos,"RT @euldong_2: 데뷔초부터 졸려보인다는 말이 스트레스여서 
그 특징을 장점으로 만들어보고 싶었다는 민니

그리고 이제는 그 눈으로 레전드 직캠까지 만들어내는... 이 감동실화🥹 https://t.co/058zB3VuLD",삼계
Pos,"RT @BoraBoraV95: #BTSV #TAEHYUNG #태형 
울 태형이 🥹🤎 https://t.co/EFPDfikF3P",BENECOOL
Neutral,"RT @Y82N2: 알티 감사합니다 🥹

라흐 헤스트 양도

10/27 (목) 오늘 !!! 20시

제이민 양지원 최지혜 임진섭

티몬 비지정석 자할 3만원 (증빙 필요 X)

@yeonmyuticket 요정님 빼고 멘션 주세요!",경관✧
Pos,"@gyoui_ACNH 
잘쓸께요오🥹",일진무당
Pos,@cnattto 어쩌게써. .애플. .품어야죠🥹,𝕃𝔸𝕍𝕌𝔼
Pos,@MKRJ____S2 약속한 거예요…🥹,두목
Neutral,RT @wagizzangtiju: 효자 기현이 와쓰요...오늘부터 기간제 햄프 선언합니다🥹 https://t.co/GT3SwJFv2G,나벱
Pos,RT @Happy_Papaya_: 여행을 완수한 너에게 꽃을...🥹 https://t.co/Rg9DPudkPB,樹・マレーグマ
Neutral,"RT @iknowyouknown: 스트레이키즈 스키즈 네시픽 분철 받으신 분 찾아요 .. 

이 계정으로 거래 했는데 디엠방 정리 하면서 나갔습니다 ㅠㅠㅠ 디엠 한번만 주세요 ,,, 🥹🥹 
필릭스 + 창빈 반택으로 받으신다고 하신 전*영님 .. 
네…",민서
Neutral,"RT @0321Bigmom: 제가 너무너무너무 좋아하는 지인분 신작이 네이버 매일+에 화요웹툰으로 런칭되었어요!
https://t.co/XXEn9Vk3PB
 알티해주시는분들 중 한분께 추운 날 드시라고 카페 기프티콘 하나 보내드릴게요!! 주변에 투썸…",체리아가씨
Pos,"RT @zzangbabo: 우는 도영이 달래주러 끝에서 끝으로 🥹
.. 생각 보다 괜찮은데?
#쟈니 #도영 #정우 https://t.co/H2tp5S07Uw",🐰🤍🍑
Neutral,"시간 제일 오래 걸린 문제 : 오페라의 유령의 내용을 요약하시오

쓰고싶은 것은 너무많은데~ 하얀 종이가 너무 작아서~ 
아 근데 나 요약하는거 잘 못하는데 괜찮으려나 🥹 너무 요약해서 오히려 점수 깎일까 걱정",🥕셀레스틴🐇
Neutral,"RT @jjw_tmcity: 트레저 헬로콘 콘서트 나눔 진행합니다! 
첫콘 12일, 막콘 13일, 둘다 진행합니다! 따로 추가공지는 타래로 드릴게요:)
학생증말고 다른 나눔도 진행예정입니다! 많은관심부탁드려요🥹🫶
실물오면 공지 하나 더 올리겠습니다!…",재띠
Neutral,RT @happylikeoort: 코난은 옷쨩 🥹 https://t.co/GF9DzIqBqf,켄
Neutral,"RT @idayeon12187861: #앙스타트친소#트친소
이런거 그리는 새끼랑 트친해.🥹🥵
순수 무궁화❤️🌺 
코즈프로 겸 올캐러~
최애 쥰킁~미술전공장학생~
취미로 살고 인생이 덕질.
뭘 더 설명하지... 일단 내 트친해.!!!
맘무팔💗 http…",집착녀
Neutral,"RT @bird_eel: #MAMAVOTE #theboyz 

행운의 6선우••
3분께 선우 미공포 나눔합니당.ᐟ.ᐟ 
배송비 부담❌ RT만 해주세요➰🫶🏻
마마/지니 투표 열씨미 하깅,,,🥹🔜🍀

#RT이벤트 https://t.co/SdcqGGXxWu",고이
Neutral,"RT @TK_211226: &lt;RT🥹&gt; 집착 서브 남주를 키웠습니다 시즌2가 시작됐습니다 &gt;_&lt; 카카오페이지에서 이벤트도 하고 있다네요 

RT해주신 한분께 치킨쿠폰을 드려요 ! 잘 부탁드립니다 &gt;.&lt;

링크는 이쪽 https://t.co/5LOPK2…",부쉬맨브레드
Neutral,@jh0125_sj 목탁에 주기도문은.....🤔,JH_2준호🐧
Neutral,RT @makefunof_ww: 길🛣막마🚫 전부 다💥 비켜👊🏻‼️ 엘사❄️🌬 불러도 날🤔 못 식혀♨️🙅‍♂️‼️ 쇠뿔😈 달고 뛰어‼️ 어 ➡️ 에ㅎ 🤷‍♀️ 에스쿱스🦝,전애옹복덩어릐💎
Neutral,"RT @NFlyingofficial: [EVENT] *23# 🔔 새로운 메시지가 도착했습니다.

익명의 메시지에 재치있는 답변을 해시태그와 함께 멘션으로 보내주세요! (5명, 사인 폴라로이드)

오늘 8PM, 누구에게 답장이 올까🤔❓

⬇해시태그⬇…",비마이유토피아🐰(비마유)
Neutral,"RT @JoJo_gwangin: 안뇽하세여...뜬금없시 트친소엽니다💬 바쉬조 사랑을 사랑하구 남정내들(혹은 그 외) 사랑에 미텼읍니다... 엄청 낯가려서 혼잣말계로 하려다가,,급발진&gt;&lt; 저랑 가좍이 되어주세요(마음 눌러주시면 찾아가욥..) 근데 이거…",ruru
Neutral,"RT @MUPLY_PLAYLIST: #돌들의침묵|@ygtreasuremaker

뉘집 아들들이 이렇게 훤칠하고 춤도 잘 추나요?🤔
그건 바로 TREASURE(트레저)💎!

청량한 노래와 뽀짝한 잠옷,
그리고 잔망 넘치는 표정까지👶🏻!

트메라면 당장…",atha
Neutral,"RT @siwonchoi: 꼭 발 걸음 멈추게 한다니깐.. 🤔

 오늘 밤 9시 ENA ‘얼어죽을 연애따위’ 본방사수! 👑  #얼어죽을연애따위 

 • ENA채널 번호 안내 • (상당히 친절한 서비스 😇)

 • Genie tv 1번 
 • skyl…",ロゼッレハルです 🌸🌼🌿🐒🇵🇭Ϛ⃘๑•͡ .̫•๑꒜♬♫
Neutral,"RT @kkommi6: 이러니까  더 궁금하잔아~🤔
도대체  뭐하고 다니는거니?! 
숨기는거 보니  수상하다 . 수상해...🤔 https://t.co/eesZnxfvXO",🎗할 ( 喝 ) or 할레이션 😷
Neutral,"안뇽하세여...뜬금없시 트친소엽니다💬 바쉬조 사랑을 사랑하구 남정내들(혹은 그 외) 사랑에 미텼읍니다... 엄청 낯가려서 혼잣말계로 하려다가,,급발진&gt;&lt; 저랑 가좍이 되어주세요(마음 눌러주시면 찾아가욥..)… https://t.co/v0AMHmj698",바죠
